anno,PROVINCIA,COMUNE,ISTAT_COD,ISTAT_RER,ISTAT_PROV,ISTAT_COM,LATITUDE,LONGITUDE,Abitanti,RD(kg),RI(kg),RU(kg),RD(%),RI(kg/ab),RU(kg/ab)
2014,PC,PODENZANO,8033035,8,33,35,44.970400,9.702407,9179,4570323,1893126,6463449,70.7,206,704
2015,PC,PODENZANO,8033035,8,33,35,44.970400,9.702407,9183,4772474,1536660,6309134,75.6,167,687
2016,PC,PODENZANO,8033035,8,33,35,44.970400,9.702407,9215,4712395,1073630,5786025,81.4,117,628
2010,PC,PONTE DELL'OLIO,8033036,8,33,36,44.858316,9.665134,5053,1891538,1454090,3345628,56.5,288,662
2011,PC,PONTE DELL'OLIO,8033036,8,33,36,44.858316,9.665134,4980,1864179,1333560,3197739,58.3,268,642
2012,PC,PONTE DELL'OLIO,8033036,8,33,36,44.858316,9.665134,4932,1686604,1186760,2873364,58.7,241,583
2013,PC,PONTE DELL'OLIO,8033036,8,33,36,44.858316,9.665134,4890,1700253,1136130,2836383,59.9,232,580
2014,PC,PONTE DELL'OLIO,8033036,8,33,36,44.858316,9.665134,4857,1744120,1138993,2883113,60.5,235,594
2015,PC,PONTE DELL'OLIO,8033036,8,33,36,44.858316,9.665134,4808,1821530,1001600,2823130,64.5,208,587
2016,PC,PONTE DELL'OLIO,8033036,8,33,36,44.858316,9.665134,4753,1823004,1026970,2849974,64.0,216,600
2010,PC,PONTENURE,8033037,8,33,37,44.992831,9.795942,6365,2506351,1028270,3534621,70.9,162,555
2011,PC,PONTENURE,8033037,8,33,37,44.992831,9.795942,6442,2524558,1060070,3584628,70.4,165,556
2012,PC,PONTENURE,8033037,8,33,37,44.992831,9.795942,6504,2427138,1073360,3500498,69.3,165,538
2013,PC,PONTENURE,8033037,8,33,37,44.992831,9.795942,6442,2504876,1106400,3611276,69.4,172,561
2014,PC,PONTENURE,8033037,8,33,37,44.992831,9.795942,6509,2770431,1151180,3921611,70.6,177,602
2015,PC,PONTENURE,8033037,8,33,37,44.992831,9.795942,6522,3060693,944990,4005683,76.4,145,614
2016,PC,PONTENURE,8033037,8,33,37,44.992831,9.795942,6553,3019483,967730,3987213,75.7,148,608
2010,PC,RIVERGARO,8033038,8,33,38,44.916442,9.611900,6878,2442295,2877400,5319695,45.9,418,773
2011,PC,RIVERGARO,8033038,8,33,38,44.916442,9.611900,6907,2535320,2762620,5297940,47.9,400,767
2012,PC,RIVERGARO,8033038,8,33,38,44.916442,9.611900,6991,2460010,2613520,5073530,48.5,374,726
2013,PC,RIVERGARO,8033038,8,33,38,44.916442,9.611900,7015,2857060,2060160,4917220,58.1,294,701
2014,PC,RIVERGARO,8033038,8,33,38,44.916442,9.611900,7033,3599257,1642172,5241429,68.7,233,745
2015,PC,RIVERGARO,8033038,8,33,38,44.916442,9.611900,7019,4120562,1531020,5651582,72.9,218,805
2016,PC,RIVERGARO,8033038,8,33,38,44.916442,9.611900,7032,3491759,1512700,5004459,69.8,215,712
2010,PC,ROTTOFRENO,8033039,8,33,39,45.063393,9.566176,11524,4204335,1859120,6063455,69.3,161,526
2011,PC,ROTTOFRENO,8033039,8,33,39,45.063393,9.566176,11851,4086630,1866540,5953170,68.6,158,502
2012,PC,ROTTOFRENO,8033039,8,33,39,45.063393,9.566176,11932,3693429,1877050,5570479,66.3,157,467
2013,PC,ROTTOFRENO,8033039,8,33,39,45.063393,9.566176,11980,3800187,1950620,5750807,66.1,163,480
2014,PC,ROTTOFRENO,8033039,8,33,39,45.063393,9.566176,12118,4058886,1970175,6029061,67.3,163,498
2015,PC,ROTTOFRENO,8033039,8,33,39,45.063393,9.566176,12131,4313409,1939730,6253139,69.0,160,515
2016,PC,ROTTOFRENO,8033039,8,33,39,45.063393,9.566176,12263,4906104,1953130,6859234,71.5,159,559
2010,PC,SAN GIORGIO PIACENTINO,8033040,8,33,40,44.923496,9.739743,5859,2233125,1124550,3357675,66.5,192,573
2011,PC,SAN GIORGIO PIACENTINO,8033040,8,33,40,44.923496,9.739743,5871,2362214,1066250,3428464,68.9,182,584
2012,PC,SAN GIORGIO PIACENTINO,8033040,8,33,40,44.923496,9.739743,5813,2533591,970820,3504411,72.3,167,603
2013,PC,SAN GIORGIO PIACENTINO,8033040,8,33,40,44.923496,9.739743,5809,2487834,878520,3366354,73.9,151,580
2014,PC,SAN GIORGIO PIACENTINO,8033040,8,33,40,44.923496,9.739743,5810,2600898,877150,3478048,74.8,151,599
2015,PC,SAN GIORGIO PIACENTINO,8033040,8,33,40,44.923496,9.739743,5803,2601156,697850,3299006,78.8,120,569
2016,PC,SAN GIORGIO PIACENTINO,8033040,8,33,40,44.923496,9.739743,5779,2804981,713090,3518071,79.7,123,609
2010,PC,SAN PIETRO IN CERRO,8033041,8,33,41,45.030043,9.934020,942,267372,152149,419521,63.7,162,445
2011,PC,SAN PIETRO IN CERRO,8033041,8,33,41,45.030043,9.934020,944,261688,139270,400958,65.3,148,425
2012,PC,SAN PIETRO IN CERRO,8033041,8,33,41,45.030043,9.934020,926,279714,159720,439434,63.7,172,475
2013,PC,SAN PIETRO IN CERRO,8033041,8,33,41,45.030043,9.934020,931,287331,136890,424221,67.7,147,456
2014,PC,SAN PIETRO IN CERRO,8033041,8,33,41,45.030043,9.934020,915,333646,180530,514176,64.9,197,562
2015,PC,SAN PIETRO IN CERRO,8033041,8,33,41,45.030043,9.934020,881,270043,134420,404463,66.8,153,459
2016,PC,SAN PIETRO IN CERRO,8033041,8,33,41,45.030043,9.934020,863,224928,120170,345098,65.2,139,400
2010,PC,SARMATO,8033042,8,33,42,45.064817,9.499048,2868,1356141,558030,1914171,70.8,195,667
2011,PC,SARMATO,8033042,8,33,42,45.064817,9.499048,2944,1234777,563470,1798247,68.7,191,611
2012,PC,SARMATO,8033042,8,33,42,45.064817,9.499048,2956,1173261,512460,1685721,69.6,173,570
2013,PC,SARMATO,8033042,8,33,42,45.064817,9.499048,2935,1223492,539830,1763322,69.4,184,601
2014,PC,SARMATO,8033042,8,33,42,45.064817,9.499048,2921,1149721,512674,1662395,69.2,176,569
2015,PC,SARMATO,8033042,8,33,42,45.064817,9.499048,2880,1114400,440900,1555300,71.7,153,540
2016,PC,SARMATO,8033042,8,33,42,45.064817,9.499048,2846,1016965,454540,1471505,69.1,160,517
2010,PC,TRAVO,8033043,8,33,43,44.858139,9.525857,2009,456867,1110580,1567447,29.1,553,780
2011,PC,TRAVO,8033043,8,33,43,44.858139,9.525857,2016,506893,1143280,1650173,30.7,567,819
2012,PC,TRAVO,8033043,8,33,43,44.858139,9.525857,2056,547906,1032600,1580506,34.7,502,769
2013,PC,TRAVO,8033043,8,33,43,44.858139,9.525857,2062,614532,972800,1587332,38.7,472,770
2014,PC,TRAVO,8033043,8,33,43,44.858139,9.525857,2079,616361,950012,1566373,39.3,457,753
2015,PC,TRAVO,8033043,8,33,43,44.858139,9.525857,2093,715933,891000,1606933,44.6,426,768
2016,PC,TRAVO,8033043,8,33,43,44.858139,9.525857,2089,832713,874790,1707503,48.8,419,817
2010,PC,VERNASCA,8033044,8,33,44,44.787853,9.843092,2313,164082,815770,979852,16.7,353,424
2011,PC,VERNASCA,8033044,8,33,44,44.787853,9.843092,2275,180493,850250,1030743,17.5,374,453
2012,PC,VERNASCA,8033044,8,33,44,44.787853,9.843092,2238,163030,809200,972230,16.8,362,434
2013,PC,VERNASCA,8033044,8,33,44,44.787853,9.843092,2196,151762,767760,919522,16.5,350,419
2014,PC,VERNASCA,8033044,8,33,44,44.787853,9.843092,2190,156139,809294,965433,16.2,370,441
2015,PC,VERNASCA,8033044,8,33,44,44.787853,9.843092,2142,234310,800720,1035030,22.6,374,483
2016,PC,VERNASCA,8033044,8,33,44,44.787853,9.843092,2119,259052,799920,1058972,24.5,377,500
2010,PC,VIGOLZONE,8033045,8,33,45,44.889785,9.639571,4313,1816095,1068380,2884475,63.0,248,669
2011,PC,VIGOLZONE,8033045,8,33,45,44.889785,9.639571,4322,1786034,986890,2772924,64.4,228,642
2012,PC,VIGOLZONE,8033045,8,33,45,44.889785,9.639571,4321,1855982,948400,2804382,66.2,219,649
2013,PC,VIGOLZONE,8033045,8,33,45,44.889785,9.639571,4354,2018850,909310,2928160,68.9,209,673
2014,PC,VIGOLZONE,8033045,8,33,45,44.889785,9.639571,4306,2199818,926260,3126078,70.4,215,726
2015,PC,VIGOLZONE,8033045,8,33,45,44.889785,9.639571,4298,2934669,903840,3838509,76.5,210,893
2016,PC,VIGOLZONE,8033045,8,33,45,44.889785,9.639571,4309,3223909,944550,4168459,77.3,219,967
2010,PC,VILLANOVA SULL'ARDA,8033046,8,33,46,45.030063,10.017077,1969,555021,354180,909201,61.0,180,462
2011,PC,VILLANOVA SULL'ARDA,8033046,8,33,46,45.030063,10.017077,1971,562274,318350,880624,63.8,162,447
2012,PC,VILLANOVA SULL'ARDA,8033046,8,33,46,45.030063,10.017077,1977,560820,329370,890190,63.0,167,450
2013,PC,VILLANOVA SULL'ARDA,8033046,8,33,46,45.030063,10.017077,1888,575516,346040,921556,62.5,183,488
2014,PC,VILLANOVA SULL'ARDA,8033046,8,33,46,45.030063,10.017077,1847,537336,333370,870706,61.7,180,471
2015,PC,VILLANOVA SULL'ARDA,8033046,8,33,46,45.030063,10.017077,1805,574011,247740,821751,69.9,137,455
2016,PC,VILLANOVA SULL'ARDA,8033046,8,33,46,45.030063,10.017077,1775,617628,276850,894478,69.0,156,504
2010,PC,ZERBA,8033047,8,33,47,44.673606,9.258335,94,8900,56570,65470,13.6,602,696
2011,PC,ZERBA,8033047,8,33,47,44.673606,9.258335,92,12470,53010,65480,19.0,576,712
2012,PC,ZERBA,8033047,8,33,47,44.673606,9.258335,85,14800,46170,60970,24.3,543,717
2013,PC,ZERBA,8033047,8,33,47,44.673606,9.258335,83,12900,47470,60370,21.4,572,727
2014,PC,ZERBA,8033047,8,33,47,44.673606,9.258335,78,10160,49470,59630,17.0,634,764
2015,PC,ZERBA,8033047,8,33,47,44.673606,9.258335,77,11420,46990,58410,19.6,610,759
2016,PC,ZERBA,8033047,8,33,47,44.673606,9.258335,78,9930,50270,60200,16.5,644,772
2010,PC,ZIANO PIACENTINO,8033048,8,33,48,44.990543,9.383425,2674,438253,1000200,1438453,30.5,374,538
2011,PC,ZIANO PIACENTINO,8033048,8,33,48,44.990543,9.383425,2654,399345,974650,1373995,29.1,367,518
2012,PC,ZIANO PIACENTINO,8033048,8,33,48,44.990543,9.383425,2662,495690,949040,1444730,34.3,357,543
2013,PC,ZIANO PIACENTINO,8033048,8,33,48,44.990543,9.383425,2615,391452,928740,1320192,29.7,355,505
2014,PC,ZIANO PIACENTINO,8033048,8,33,48,44.990543,9.383425,2577,531432,1044780,1576212,33.7,405,612
2015,PC,ZIANO PIACENTINO,8033048,8,33,48,44.990543,9.383425,2556,638751,760150,1398901,45.7,297,547
2016,PC,ZIANO PIACENTINO,8033048,8,33,48,44.990543,9.383425,2548,753802,867420,1621222,46.5,340,636
2010,PR,ALBARETO,8034001,8,34,1,44.434354,9.700321,2201,156090,796260,952350,16.4,362,433
2011,PR,ALBARETO,8034001,8,34,1,44.434354,9.700321,2187,207555,729203,936758,22.2,333,428
2012,PR,ALBARETO,8034001,8,34,1,44.434354,9.700321,2190,322869,692781,1015650,31.8,316,464
2013,PR,ALBARETO,8034001,8,34,1,44.434354,9.700321,2162,265898,666954,932852,28.5,308,431
2014,PR,ALBARETO,8034001,8,34,1,44.434354,9.700321,2159,313587,683042,996629,31.5,316,462
2015,PR,ALBARETO,8034001,8,34,1,44.434354,9.700321,2154,278482,669160,947642,29.4,311,440
2016,PR,ALBARETO,8034001,8,34,1,44.434354,9.700321,2150,294885,700506,995391,29.6,326,463
2010,PR,BARDI,8034002,8,34,2,44.618615,9.710049,2382,287113,901071,1188184,24.2,378,499
2011,PR,BARDI,8034002,8,34,2,44.618615,9.710049,2355,294003,927320,1221323,24.1,394,519
2012,PR,BARDI,8034002,8,34,2,44.618615,9.710049,2306,242623,894760,1137383,21.3,388,493
2013,PR,BARDI,8034002,8,34,2,44.618615,9.710049,2273,248885,817730,1066615,23.3,360,469
2014,PR,BARDI,8034002,8,34,2,44.618615,9.710049,2260,279635,836160,1115795,25.1,370,494
2015,PR,BARDI,8034002,8,34,2,44.618615,9.710049,2233,306126,795140,1101266,27.8,356,493
2016,PR,BARDI,8034002,8,34,2,44.618615,9.710049,2189,264007,790020,1054027,25.0,361,482
2010,PR,BEDONIA,8034003,8,34,3,44.526015,9.579176,3701,597800,1071740,1669540,35.8,290,451
2011,PR,BEDONIA,8034003,8,34,3,44.526015,9.579176,3698,600690,1005840,1606530,37.4,272,434
2012,PR,BEDONIA,8034003,8,34,3,44.526015,9.579176,3614,708872,1079080,1787952,39.6,299,495
2013,PR,BEDONIA,8034003,8,34,3,44.526015,9.579176,3570,557036,1055260,1612296,34.5,296,452
2014,PR,BEDONIA,8034003,8,34,3,44.526015,9.579176,3528,728300,932680,1660980,43.8,264,471
2015,PR,BEDONIA,8034003,8,34,3,44.526015,9.579176,3481,647140,907240,1554380,41.6,261,447
2016,PR,BEDONIA,8034003,8,34,3,44.526015,9.579176,3419,618383,869600,1487983,41.6,254,435
2010,PR,BERCETO,8034004,8,34,4,44.530233,9.976152,2198,497136,755662,1252798,39.7,344,570
2011,PR,BERCETO,8034004,8,34,4,44.530233,9.976152,2203,635834,670789,1306623,48.7,304,593
2012,PR,BERCETO,8034004,8,34,4,44.530233,9.976152,2172,584786,653643,1238429,47.2,301,570
2013,PR,BERCETO,8034004,8,34,4,44.530233,9.976152,2142,505340,622735,1128075,44.8,291,527
2014,PR,BERCETO,8034004,8,34,4,44.530233,9.976152,2123,511768,612472,1124240,45.5,288,530
2015,PR,BERCETO,8034004,8,34,4,44.530233,9.976152,2126,561835,581117,1142952,49.2,273,538
2016,PR,BERCETO,8034004,8,34,4,44.530233,9.976152,2072,539399,546709,1086108,49.7,264,524
2010,PR,BORE,8034005,8,34,5,44.711358,9.816245,800,111208,319314,430522,25.8,399,538
2011,PR,BORE,8034005,8,34,5,44.711358,9.816245,808,113406,300774,414180,27.4,372,513
2012,PR,BORE,8034005,8,34,5,44.711358,9.816245,813,100914,318355,419269,24.1,392,516
2013,PR,BORE,8034005,8,34,5,44.711358,9.816245,789,80903,310545,391448,20.7,394,496
2014,PR,BORE,8034005,8,34,5,44.711358,9.816245,768,88079,353735,441814,19.9,461,575
2015,PR,BORE,8034005,8,34,5,44.711358,9.816245,751,94595,288915,383510,24.7,385,511
2016,PR,BORE,8034005,8,34,5,44.711358,9.816245,743,100103,289680,389783,25.7,390,525
2010,PR,BORGO VAL DI TARO,8034006,8,34,6,44.501656,9.800768,7319,914855,3231109,4145964,22.1,441,566
2011,PR,BORGO VAL DI TARO,8034006,8,34,6,44.501656,9.800768,7373,1042090,2934990,3977080,26.2,398,539
2012,PR,BORGO VAL DI TARO,8034006,8,34,6,44.501656,9.800768,7229,1050017,2849535,3899552,26.9,394,539
2013,PR,BORGO VAL DI TARO,8034006,8,34,6,44.501656,9.800768,7124,902408,2811510,3713918,24.3,395,521
2014,PR,BORGO VAL DI TARO,8034006,8,34,6,44.501656,9.800768,7044,1058152,2836760,3894912,27.2,403,553
2015,PR,BORGO VAL DI TARO,8034006,8,34,6,44.501656,9.800768,6999,1134961,2745380,3880341,29.2,392,554
2016,PR,BORGO VAL DI TARO,8034006,8,34,6,44.501656,9.800768,6921,1110955,2889343,4000298,27.8,417,578
2010,PR,BUSSETO,8034007,8,34,7,44.958693,10.060444,7052,3513057,929000,4442057,79.1,132,630
2011,PR,BUSSETO,8034007,8,34,7,44.958693,10.060444,7095,3254091,930636,4184727,77.8,131,590
2012,PR,BUSSETO,8034007,8,34,7,44.958693,10.060444,7135,3048460,923796,3972256,76.7,129,557
2013,PR,BUSSETO,8034007,8,34,7,44.958693,10.060444,7183,2908066,954692,3862758,75.3,133,538
2014,PR,BUSSETO,8034007,8,34,7,44.958693,10.060444,7112,3205703,886417,4092120,78.3,125,575
2015,PR,BUSSETO,8034007,8,34,7,44.958693,10.060444,7063,3411328,632843,4044171,84.4,90,573
2016,PR,BUSSETO,8034007,8,34,7,44.958693,10.060444,7015,3369152,638259,4007411,84.1,91,571
2010,PR,CALESTANO,8034008,8,34,8,44.590262,10.130885,2126,808980,442332,1251312,64.7,208,589
2011,PR,CALESTANO,8034008,8,34,8,44.590262,10.130885,2119,810237,442710,1252947,64.7,209,591
2012,PR,CALESTANO,8034008,8,34,8,44.590262,10.130885,2141,777506,469546,1247052,62.3,219,582
2013,PR,CALESTANO,8034008,8,34,8,44.590262,10.130885,2139,729924,441201,1171125,62.3,206,548
2014,PR,CALESTANO,8034008,8,34,8,44.590262,10.130885,2120,808363,427954,1236317,65.4,202,583
2015,PR,CALESTANO,8034008,8,34,8,44.590262,10.130885,2109,778710,462178,1240888,62.8,219,588
2016,PR,CALESTANO,8034008,8,34,8,44.590262,10.130885,2122,818058,461129,1279187,64.0,217,603
2010,PR,COLLECCHIO,8034009,8,34,9,44.750779,10.207319,14120,7977211,2554655,10531866,75.7,181,746
2011,PR,COLLECCHIO,8034009,8,34,9,44.750779,10.207319,14167,8020485,2541740,10562225,75.9,179,746
2012,PR,COLLECCHIO,8034009,8,34,9,44.750779,10.207319,14349,7366222,2441223,9807445,75.1,170,683
2013,PR,COLLECCHIO,8034009,8,34,9,44.750779,10.207319,14225,7387667,2481199,9868866,74.9,174,694
2014,PR,COLLECCHIO,8034009,8,34,9,44.750779,10.207319,14313,7079113,2527602,9606715,73.7,177,671
2015,PR,COLLECCHIO,8034009,8,34,9,44.750779,10.207319,14430,7775435,2532617,10308052,75.4,176,714
2016,PR,COLLECCHIO,8034009,8,34,9,44.750779,10.207319,14593,7273474,2696627,9970101,73.0,185,683
2010,PR,COLORNO,8034010,8,34,10,44.941376,10.381135,9094,3633078,1383417,5016495,72.4,152,552
2011,PR,COLORNO,8034010,8,34,10,44.941376,10.381135,9052,3647874,1385528,5033402,72.5,153,556
2012,PR,COLORNO,8034010,8,34,10,44.941376,10.381135,9124,3424809,1343411,4768220,71.8,147,523
2013,PR,COLORNO,8034010,8,34,10,44.941376,10.381135,9082,3570752,971696,4542448,78.6,107,500
2014,PR,COLORNO,8034010,8,34,10,44.941376,10.381135,9104,3866345,780483,4646828,83.2,86,510
2015,PR,COLORNO,8034010,8,34,10,44.941376,10.381135,9035,4649026,842996,5492022,84.7,93,608
2016,PR,COLORNO,8034010,8,34,10,44.941376,10.381135,9006,4694967,878120,5573087,84.2,98,619
2010,PR,COMPIANO,8034011,8,34,11,44.531697,9.677286,1131,181032,442980,624012,29.0,392,552
2011,PR,COMPIANO,8034011,8,34,11,44.531697,9.677286,1113,285495,370302,655797,43.5,333,589
2012,PR,COMPIANO,8034011,8,34,11,44.531697,9.677286,1117,218653,374216,592869,36.9,335,531
2013,PR,COMPIANO,8034011,8,34,11,44.531697,9.677286,1109,168091,378102,546193,30.8,341,493
2014,PR,COMPIANO,8034011,8,34,11,44.531697,9.677286,1123,173727,395401,569128,30.5,352,507
2015,PR,COMPIANO,8034011,8,34,11,44.531697,9.677286,1112,176868,361775,538643,32.8,325,484
2016,PR,COMPIANO,8034011,8,34,11,44.531697,9.677286,1092,211785,375588,587373,36.1,344,538
2010,PR,CORNIGLIO,8034012,8,34,12,44.475646,10.073095,2070,279223,1007320,1286543,21.7,487,622
2011,PR,CORNIGLIO,8034012,8,34,12,44.475646,10.073095,2041,269841,993447,1263288,21.4,487,619
2012,PR,CORNIGLIO,8034012,8,34,12,44.475646,10.073095,2012,290580,868790,1159370,25.1,432,576
2013,PR,CORNIGLIO,8034012,8,34,12,44.475646,10.073095,1998,471729,604074,1075803,43.8,302,538
2014,PR,CORNIGLIO,8034012,8,34,12,44.475646,10.073095,1987,525386,603411,1128797,46.5,304,568
2015,PR,CORNIGLIO,8034012,8,34,12,44.475646,10.073095,1940,489038,598739,1087777,45.0,309,561
2016,PR,CORNIGLIO,8034012,8,34,12,44.475646,10.073095,1891,494048,609534,1103582,44.8,322,584
2010,PR,FELINO,8034013,8,34,13,44.679470,10.238752,8546,5387687,1384000,6771687,79.6,162,792
2011,PR,FELINO,8034013,8,34,13,44.679470,10.238752,8736,5211129,1163106,6374235,81.8,133,730
2012,PR,FELINO,8034013,8,34,13,44.679470,10.238752,8770,4747887,1122642,5870529,80.9,128,669
2013,PR,FELINO,8034013,8,34,13,44.679470,10.238752,8749,4503986,759680,5263666,85.6,87,602
2014,PR,FELINO,8034013,8,34,13,44.679470,10.238752,8776,4495513,784275,5279788,85.1,89,602
2015,PR,FELINO,8034013,8,34,13,44.679470,10.238752,8800,4767067,864028,5631095,84.7,98,640
2016,PR,FELINO,8034013,8,34,13,44.679470,10.238752,8854,4976128,860948,5837076,85.3,97,659
2010,PR,FIDENZA,8034014,8,34,14,44.862065,10.055977,26196,7474608,3918738,11393346,65.6,150,435
2011,PR,FIDENZA,8034014,8,34,14,44.862065,10.055977,26352,7667911,3473019,11140930,68.8,132,423
2012,PR,FIDENZA,8034014,8,34,14,44.862065,10.055977,26656,7840693,2874934,10715627,73.2,108,402
2013,PR,FIDENZA,8034014,8,34,14,44.862065,10.055977,26383,8192862,3012247,11205109,73.1,114,425
2014,PR,FIDENZA,8034014,8,34,14,44.862065,10.055977,26673,8396637,3020700,11417337,73.5,113,428
2015,PR,FIDENZA,8034014,8,34,14,44.862065,10.055977,26808,8635519,2748030,11383549,75.9,103,425
2016,PR,FIDENZA,8034014,8,34,14,44.862065,10.055977,26923,8618685,2419745,11038430,78.1,90,410
2010,PR,FONTANELLATO,8034015,8,34,15,44.880677,10.164411,7080,3089842,1158830,4248672,72.7,164,600
2011,PR,FONTANELLATO,8034015,8,34,15,44.880677,10.164411,7057,2893527,1138038,4031565,71.8,161,571
2012,PR,FONTANELLATO,8034015,8,34,15,44.880677,10.164411,7037,2880960,1141821,4022781,71.6,162,572
2013,PR,FONTANELLATO,8034015,8,34,15,44.880677,10.164411,7026,2839351,1154994,3994345,71.1,164,569
2014,PR,FONTANELLATO,8034015,8,34,15,44.880677,10.164411,7009,2741887,1143341,3885228,70.6,163,554
2015,PR,FONTANELLATO,8034015,8,34,15,44.880677,10.164411,7027,3048655,921112,3969767,76.8,131,565
2016,PR,FONTANELLATO,8034015,8,34,15,44.880677,10.164411,7022,3075297,787694,3862991,79.6,112,550
2010,PR,FONTEVIVO,8034016,8,34,16,44.848576,10.203275,5572,2736139,859650,3595789,76.1,154,645
2011,PR,FONTEVIVO,8034016,8,34,16,44.848576,10.203275,5610,2578593,883603,3462196,74.5,158,617
2012,PR,FONTEVIVO,8034016,8,34,16,44.848576,10.203275,5632,2312754,869051,3181805,72.7,154,565
2013,PR,FONTEVIVO,8034016,8,34,16,44.848576,10.203275,5563,2330664,826403,3157067,73.8,149,568
2014,PR,FONTEVIVO,8034016,8,34,16,44.848576,10.203275,5576,2299158,830831,3129989,73.5,149,561
2015,PR,FONTEVIVO,8034016,8,34,16,44.848576,10.203275,5603,2484239,620397,3104636,80.0,111,554
2016,PR,FONTEVIVO,8034016,8,34,16,44.848576,10.203275,5634,2620586,538164,3158750,83.0,96,561
2010,PR,FORNOVO DI TARO,8034017,8,34,17,44.668398,10.111959,6294,908877,2405803,3314680,27.4,382,527
2011,PR,FORNOVO DI TARO,8034017,8,34,17,44.668398,10.111959,6295,934630,2385700,3320330,28.1,379,527
2012,PR,FORNOVO DI TARO,8034017,8,34,17,44.668398,10.111959,6310,1469625,1391275,2860900,51.4,220,453
2013,PR,FORNOVO DI TARO,8034017,8,34,17,44.668398,10.111959,6228,1843638,1020387,2864025,64.4,164,460
2014,PR,FORNOVO DI TARO,8034017,8,34,17,44.668398,10.111959,6177,1792736,1101506,2894242,61.9,178,469
2015,PR,FORNOVO DI TARO,8034017,8,34,17,44.668398,10.111959,6102,2013791,1153999,3167790,63.6,189,519
2016,PR,FORNOVO DI TARO,8034017,8,34,17,44.668398,10.111959,6020,1821437,846674,2668111,68.3,141,443
2010,PR,LANGHIRANO,8034018,8,34,18,44.614467,10.233193,9842,5417855,2698956,8116811,66.7,274,825
2011,PR,LANGHIRANO,8034018,8,34,18,44.614467,10.233193,9984,5496770,2517832,8014602,68.6,252,803
2012,PR,LANGHIRANO,8034018,8,34,18,44.614467,10.233193,10113,4768017,2466192,7234209,65.9,244,715
2013,PR,LANGHIRANO,8034018,8,34,18,44.614467,10.233193,10160,4898907,2377894,7276801,67.3,234,716
2014,PR,LANGHIRANO,8034018,8,34,18,44.614467,10.233193,10264,4863759,2471138,7334897,66.3,241,715
2015,PR,LANGHIRANO,8034018,8,34,18,44.614467,10.233193,10328,5754427,2441276,8195703,70.2,236,794
2016,PR,LANGHIRANO,8034018,8,34,18,44.614467,10.233193,10375,5560054,2498268,8058322,69.0,241,777
2010,PR,LESIGNANO DE' BAGNI,8034019,8,34,19,44.617885,10.298831,4793,2162897,813507,2976404,72.7,170,621
2011,PR,LESIGNANO DE' BAGNI,8034019,8,34,19,44.617885,10.298831,4842,2833983,835467,3669450,77.2,173,758
2012,PR,LESIGNANO DE' BAGNI,8034019,8,34,19,44.617885,10.298831,4972,2524314,807204,3331518,75.8,162,670
2013,PR,LESIGNANO DE' BAGNI,8034019,8,34,19,44.617885,10.298831,5014,2682580,793890,3476470,77.2,158,693
2014,PR,LESIGNANO DE' BAGNI,8034019,8,34,19,44.617885,10.298831,5000,2402822,794056,3196878,75.2,159,639
